state,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,clv
HI,119,No,Yes,24,217.2,94,36.92,138.7,52,11.79,139.3,85,6.27,11.3,4,3.05,0,624.6786393908326
AL,16,No,No,0,209.5,89,,172.8,85,14.69,94.1,102,4.23,8.8,4,2.38,1,823.4798861192613
CT,99,No,No,0,95.4,105,16.22,207.2,101,17.61,136.0,117,6.12,5.6,5,1.51,1,842.8026644446927
CO,76,No,Yes,26,214.6,110,36.48,205.2,87,17.44,134.6,140,6.06,8.1,2,2.19,1,283.3665817579592
NJ,129,No,No,0,168.4,117,,217.1,129,18.45,81.6,100,3.67,11.8,7,3.19,1,784.9830611773947
FL,116,No,No,0,146.4,123,24.89,176.6,113,15.01,212.6,102,9.57,7.8,5,2.11,1,798.3065994551863
CA,60,Yes,No,0,183.0,110,,206.7,93,17.57,203.8,119,9.17,11.1,6,3.0,1,762.629982090636
TX,47,No,Yes,28,112.2,70,19.07,154.8,106,13.16,166.7,105,7.5,10.6,2,2.86,0,277.02780932183344
MN,40,Yes,No,0,170.7,55,,179.1,108,15.22,281.9,89,12.69,8.2,9,2.21,3,828.5190019843775
AK,173,No,No,0,172.5,78,29.33,142.6,91,12.12,102.0,63,4.59,10.9,2,2.94,0,347.392372677415
OR,157,No,Yes,30,194.3,107,33.03,243.2,108,20.67,322.2,114,14.5,7.1,5,1.92,1,1060.305296805578
MS,66,No,Yes,32,187.8,117,31.93,129.8,90,11.03,132.3,113,5.95,12.0,3,3.24,2,624.4765495513193
VT,50,Yes,Yes,26,307.1,94,,289.4,78,24.6,174.9,109,7.87,8.0,3,2.16,0,1108.543658779168
UT,72,No,No,0,118.2,106,,167.2,136,14.21,214.2,106,9.64,12.2,3,3.29,3,913.5837442362778
KS,130,No,No,0,154.0,95,26.18,205.9,106,17.5,233.7,75,10.52,12.9,1,3.48,1,803.6793738981967
NV,143,No,No,0,155.5,101,,213.4,89,18.14,237.9,61,10.71,7.6,11,2.05,1,901.8712264346398
TX,32,No,No,0,157.9,88,,180.8,132,15.37,132.5,102,5.96,12.8,3,3.46,1,986.6137837717804
MA,166,No,No,0,203.4,81,,167.7,110,14.25,132.0,124,5.94,9.2,5,2.48,2,666.6797462028584
CA,72,No,Yes,39,92.8,98,,271.2,115,23.05,167.1,83,7.52,5.8,7,1.57,1,1087.7725537679598
IA,134,No,Yes,32,216.8,78,36.86,102.2,111,8.69,174.0,83,7.83,8.6,2,2.32,0,537.049594569567
NH,13,No,No,0,193.2,89,,194.4,90,16.52,186.5,104,8.39,9.7,2,2.62,4,983.7922781086363
GA,90,,No,0,113.2,108,,189.3,63,16.09,271.8,124,12.23,14.1,4,3.81,3,682.8890079889352
WI,111,No,Yes,36,166.2,54,28.25,238.8,109,20.3,108.8,92,4.9,11.2,2,3.02,3,901.266199357942
CO,101,No,Yes,23,262.2,101,44.57,157.0,80,13.35,129.1,100,5.81,7.3,14,1.97,1,755.1692765007173
SC,72,No,No,0,207.8,92,35.33,195.7,110,16.63,184.8,124,8.32,13.1,4,3.54,0,619.6806717083663
MI,67,No,Yes,35,245.4,89,41.72,148.2,102,12.6,274.0,136,12.33,7.5,6,2.03,1,684.6738582585953
IN,154,,Yes,32,192.3,82,,165.3,134,14.05,205.0,74,9.23,9.0,1,2.43,2,798.876749896359
ME,69,No,No,0,194.2,122,33.01,242.1,81,20.58,215.8,80,9.71,9.7,3,2.62,2,907.7539266517073
DC,123,No,No,0,211.0,92,,217.0,102,18.45,214.8,104,9.67,9.8,7,2.65,3,802.7553913795011
FL,142,No,Yes,26,220.5,94,37.49,239.5,126,20.36,254.3,109,11.44,5.9,9,1.59,2,1072.55600398755
HI,87,,Yes,28,143.5,106,24.4,223.5,147,19.0,175.4,69,7.89,11.2,5,3.02,0,977.7325914074246
NE,149,No,No,0,156.0,56,26.52,56.0,116,4.76,163.3,104,7.35,8.9,8,2.4,0,341.11446259759634
TN,146,Yes,No,0,160.1,63,27.22,208.4,112,17.71,177.6,98,7.99,9.2,3,2.48,2,948.1857796017192
VT,48,No,No,0,188.4,63,32.03,165.9,89,14.1,205.7,71,9.26,13.2,2,3.56,1,547.0636146409977
OR,135,No,No,0,194.8,97,,235.3,118,20.0,174.4,126,7.85,11.0,3,2.97,1,1033.327423582944
IN,100,No,No,0,247.8,117,42.13,130.0,95,11.05,134.3,125,6.04,6.9,2,1.86,1,720.6976947247944
MO,98,No,No,0,221.2,80,37.6,213.6,104,18.16,291.8,89,13.13,11.9,3,3.21,4,956.3366287439779
FL,75,No,Yes,26,118.5,86,20.15,213.9,118,18.18,132.6,99,5.97,13.4,3,3.62,2,845.1694706960104
DC,180,No,Yes,33,231.8,78,,232.9,79,19.8,206.9,121,9.31,7.6,4,2.05,1,807.5850728908455
OH,119,No,Yes,35,217.1,92,36.91,220.8,134,18.77,249.5,93,11.23,8.0,5,2.16,2,776.2516975720441
LA,155,No,Yes,39,183.3,106,31.16,205.1,101,17.43,263.7,90,11.87,5.1,7,1.38,1,931.963700958972
NJ,153,No,No,0,193.8,90,,195.3,121,16.6,182.7,108,8.22,8.5,3,2.3,1,824.6591115401793
NE,154,No,No,0,191.4,93,32.54,205.4,119,17.46,205.7,121,9.26,10.2,3,2.75,3,887.3884630714304
WV,48,,No,0,275.2,67,46.78,180.2,108,15.32,159.0,110,7.15,7.9,2,2.13,1,768.6639740523718
ND,94,No,No,0,174.0,85,29.58,241.1,114,20.49,207.8,94,9.35,7.9,1,2.13,1,1008.605690722928
UT,139,,No,0,165.0,132,,249.7,86,21.22,170.3,128,7.66,12.6,8,3.4,1,763.0864783238095
MS,126,No,No,0,228.7,102,38.88,168.7,99,14.34,223.5,100,10.06,11.8,4,3.19,1,779.8426859685411
MN,122,No,No,0,107.9,88,,235.8,109,20.04,228.6,119,10.29,9.5,3,2.57,2,869.9525739314279
KS,131,,Yes,28,249.6,87,42.43,227.2,138,19.31,239.9,92,10.8,7.6,3,2.05,3,1078.482973353633
KS,36,,No,0,178.6,83,30.36,213.1,103,18.11,198.0,119,8.91,10.9,5,2.94,1,185.3531281956916
NV,180,No,No,0,139.0,96,23.63,224.9,64,19.12,170.8,118,7.69,15.7,5,4.24,2,759.3496073651031
MT,25,No,No,0,134.3,98,,202.3,109,17.2,195.9,100,8.82,12.6,5,3.4,2,731.8435382049886
AK,120,No,No,0,178.4,97,30.33,168.3,113,14.31,120.5,93,5.42,9.3,9,2.51,1,691.2531412815634
AR,109,,No,0,170.7,101,29.02,240.2,82,20.42,119.0,112,5.36,11.4,4,3.08,2,991.5676245395982
LA,162,No,Yes,33,184.5,139,,183.2,78,15.57,127.4,106,5.73,12.3,6,3.32,0,859.1006740045523
KS,124,No,Yes,37,161.2,109,,204.2,79,17.36,231.5,87,10.42,8.9,4,2.4,1,729.9389667116925
WI,91,No,No,0,217.9,71,,230.1,116,19.56,232.1,110,10.44,10.6,2,2.86,1,1077.110065224861
NE,91,No,No,0,159.0,109,27.03,255.1,142,21.68,82.4,73,3.71,10.1,4,2.73,0,1025.702387311821
OH,147,Yes,Yes,24,219.9,118,37.38,208.5,116,17.72,352.5,111,15.86,8.1,4,2.19,3,1142.644383349159
OK,159,No,No,0,198.8,107,,195.5,91,16.62,213.3,120,9.6,16.5,7,4.46,5,878.5623949026195
ND,136,Yes,No,0,256.8,90,43.66,230.1,104,19.56,143.6,82,6.46,9.1,10,2.46,3,863.6513210344807
NC,45,No,Yes,38,196.8,92,33.46,254.2,108,21.61,261.8,85,11.78,7.7,2,2.08,1,1004.924153153305
MN,122,No,No,0,140.1,120,23.82,231.4,128,19.67,188.1,127,8.46,11.2,5,3.02,2,959.39697485004
MN,138,,No,0,194.3,83,33.03,189.9,97,16.14,232.2,102,10.45,9.0,3,2.43,5,721.2794777282535
MA,132,No,No,0,117.6,66,19.99,214.0,108,18.19,239.5,94,10.78,8.8,5,2.38,1,803.0286662960153
GA,58,No,No,0,243.1,105,41.33,231.4,108,19.67,180.9,120,8.14,7.8,4,2.11,2,973.7049743918573
NV,81,No,No,0,145.4,132,24.72,129.3,91,10.99,186.4,109,8.39,5.2,4,1.4,1,845.3693096910872
TX,87,No,No,0,169.1,105,28.75,169.9,102,14.44,244.9,106,11.02,9.9,10,2.67,3,798.3961447922761
ME,116,No,No,0,229.3,93,38.98,184.5,111,15.68,168.2,91,7.57,8.8,3,2.38,2,705.6603977266752
TN,98,No,No,0,162.8,65,27.68,185.0,109,15.73,219.5,104,9.88,6.0,3,1.62,2,723.5991497919404
RI,107,No,No,0,194.4,83,33.05,247.8,84,21.06,245.4,93,11.04,11.2,7,3.02,2,876.0471626312973
NC,30,No,No,0,145.0,76,24.65,240.7,112,20.46,197.1,134,8.87,7.1,4,1.92,3,930.5856099457184
TN,72,,No,0,147.0,79,24.99,162.3,103,13.8,162.9,80,7.33,10.5,4,2.84,1,785.1053289753435
IA,42,No,No,0,155.4,127,26.42,164.1,45,13.95,157.7,128,7.1,9.0,3,2.43,0,887.4460999970672
MT,74,No,No,0,162.7,102,27.66,292.0,105,24.82,183.3,80,8.25,8.7,6,2.35,0,966.4499501439152
ND,81,Yes,Yes,37,237.1,76,40.31,264.2,125,22.46,271.3,120,12.21,7.9,3,2.13,1,898.7894905768602
MI,81,,No,0,166.2,102,,217.6,112,18.5,220.2,68,9.91,13.2,2,3.56,4,879.6764381423861
AL,111,No,No,0,176.4,62,29.99,201.0,124,17.09,150.4,138,6.77,11.2,2,3.02,0,828.9405724384209
NV,3,No,Yes,27,67.4,116,11.46,244.0,78,20.74,281.1,93,12.65,11.4,2,3.08,2,823.5788347857012
FL,68,No,Yes,24,176.0,118,29.92,277.9,116,23.62,174.7,71,7.86,14.7,7,3.97,1,1119.410571609713
KS,87,No,No,0,115.4,90,19.62,262.6,68,22.32,245.7,69,11.06,13.1,5,3.54,2,945.8742684444082
MN,109,No,No,0,162.6,138,27.64,154.0,109,13.09,209.7,118,9.44,11.5,4,3.11,0,737.1351353429068
RI,111,No,No,0,229.4,107,39.0,214.1,99,18.2,289.6,95,13.03,10.4,6,2.81,4,1049.873457633905
UT,144,No,No,0,139.6,96,,124.2,93,10.56,95.6,75,4.3,15.0,4,4.05,2,628.0547210503638
SC,109,,Yes,46,217.5,123,36.98,233.7,84,19.86,163.9,99,7.38,9.0,3,2.43,4,991.7490862348427
IL,107,No,Yes,14,114.3,132,19.43,199.8,91,16.98,194.7,74,8.76,7.5,8,2.03,1,832.4602819093077
OH,149,,No,0,196.3,108,33.37,136.8,96,11.63,154.7,87,6.96,7.7,3,2.08,2,443.54152185966734
MA,56,No,No,0,253.2,95,43.04,188.0,116,15.98,142.0,133,6.39,4.4,4,1.19,1,925.384745229366
OR,129,No,No,0,98.0,99,16.66,240.7,62,20.46,254.8,123,11.47,10.5,4,2.84,0,926.1992237341775
CA,92,No,No,0,249.4,118,42.4,211.5,95,17.98,169.0,116,7.61,9.1,3,2.46,0,951.0099037203972
WV,67,No,Yes,30,129.6,107,22.03,233.0,104,19.81,297.0,93,13.37,14.5,5,3.92,1,926.5592588249367
VT,120,No,No,0,221.3,106,37.62,267.6,98,22.75,111.5,80,5.02,9.3,7,2.51,0,782.3461762901848
ME,79,No,No,0,213.6,110,36.31,234.9,121,19.97,229.6,157,10.33,8.8,3,2.38,2,1021.4444090469168
HI,98,No,Yes,31,181.6,112,30.87,220.7,100,18.76,236.3,121,10.63,12.9,4,3.48,2,1033.010431781877
AZ,141,No,Yes,22,215.4,123,36.62,328.7,98,27.94,160.5,89,7.22,7.8,6,2.11,1,1079.631272304744
IA,46,No,No,0,199.2,111,33.86,175.1,83,14.88,210.6,84,9.48,10.2,2,2.75,3,747.5531928421768
CT,137,No,No,0,115.0,130,,137.8,83,11.71,224.0,61,10.08,7.3,4,1.97,3,641.1929959402268
VA,10,No,No,0,222.2,127,37.77,153.1,125,13.01,227.4,80,10.23,12.9,4,3.48,1,808.1931137126618
CO,88,No,No,0,61.9,78,10.52,262.6,114,22.32,212.5,110,9.56,8.8,2,2.38,3,861.4895921212981
SD,139,No,No,0,196.0,135,33.32,186.0,146,15.81,153.0,92,6.89,9.8,1,2.65,3,1065.2636726080639
VA,87,No,No,0,171.6,119,29.17,205.0,107,17.43,170.6,114,7.68,13.8,4,3.73,0,960.8814338145903
NY,137,Yes,No,0,174.0,123,29.58,161.3,115,13.71,260.7,98,11.73,11.4,3,3.08,2,838.466525182559
TN,103,,No,0,141.3,123,,253.6,87,21.56,215.8,96,9.71,6.4,2,1.73,1,862.8083143911089
CT,100,No,No,0,235.8,130,40.09,176.0,69,14.96,63.6,122,2.86,7.3,1,1.97,2,868.6314181906073
WA,110,No,No,0,185.1,100,31.47,165.1,88,14.03,111.6,104,5.02,6.3,4,1.7,3,713.5529150732643
NH,124,No,No,0,254.3,113,43.23,78.9,104,6.71,153.2,69,6.89,11.8,2,3.19,2,583.3051050405528
MT,10,No,No,0,183.0,103,31.11,214.8,77,18.26,206.4,73,9.29,8.7,6,2.35,2,724.9036427143634
NE,89,No,Yes,29,163.5,80,27.8,274.8,136,23.36,381.9,147,17.19,7.5,5,2.03,2,1072.211305120512
WA,121,No,No,0,207.9,98,35.34,210.5,96,17.89,109.6,114,4.93,7.7,2,2.08,2,787.0577830751172
WI,101,No,No,0,248.6,102,42.26,174.9,93,14.87,207.2,86,9.32,6.1,3,1.65,3,775.2117128523538
AR,103,No,Yes,31,185.4,105,31.52,197.6,126,16.8,147.1,110,6.62,14.5,4,3.92,2,1102.17700684831
WI,51,No,No,0,197.8,60,,221.0,64,18.79,168.6,134,7.59,8.9,5,2.4,1,361.40231986770965
NH,111,No,No,0,197.1,117,33.51,227.8,128,19.36,214.0,101,9.63,9.3,11,2.51,0,942.3012431863408
VA,118,No,No,0,154.6,112,26.28,184.2,105,15.66,217.4,102,9.78,12.6,5,3.4,2,198.013993963261
VA,130,No,No,0,211.2,119,35.9,231.1,120,19.64,220.9,80,9.94,6.3,9,1.7,2,942.0176284226801
AZ,137,No,No,0,141.1,91,23.99,147.2,100,12.51,254.7,75,11.46,8.0,7,2.16,2,475.14163138551766
MT,185,No,Yes,29,151.1,121,25.69,244.7,88,20.8,154.4,91,6.95,13.8,2,3.73,2,845.9306084017578
OK,101,No,No,0,209.6,107,35.63,228.8,96,19.45,172.4,85,7.76,7.6,2,2.05,3,908.8719589870897
ID,95,No,Yes,32,247.0,109,,125.6,91,10.68,226.5,90,10.19,10.5,4,2.84,3,722.5845865681027
MS,124,No,No,0,251.5,85,42.76,214.2,98,18.21,186.1,71,8.37,11.1,6,3.0,3,900.0518919182377
TX,28,No,No,0,159.7,79,27.15,216.7,131,18.42,206.7,116,9.3,9.3,3,2.51,2,893.7900702027081
HI,190,No,No,0,150.9,86,25.65,268.6,129,22.83,179.9,73,8.1,14.7,1,3.97,1,999.0110298361777
AK,52,No,Yes,24,170.9,71,29.05,201.4,80,17.12,159.0,124,7.15,4.1,5,1.11,2,1083.318038160976
MD,73,No,No,0,254.7,80,43.3,90.2,79,7.67,153.4,60,6.9,10.6,8,2.86,0,567.9167740835977
NC,111,No,No,0,224.9,117,38.23,191.9,127,16.31,229.9,97,10.35,10.3,3,2.78,0,760.4636040411659
VT,59,No,No,0,151.8,98,25.81,209.9,92,17.84,266.9,86,12.01,11.9,5,3.21,1,906.6244407305
KY,71,,Yes,22,141.4,107,24.04,163.0,105,13.86,220.0,99,9.9,5.6,3,1.51,2,770.8429904379007
LA,13,No,No,0,58.4,121,,262.2,64,22.29,159.0,115,7.15,11.9,5,3.21,1,925.431237695603
WA,136,No,Yes,16,90.4,105,15.37,201.3,109,17.11,227.1,115,10.22,13.1,4,3.54,0,881.0701225722709
ME,123,No,No,0,114.4,91,19.45,216.6,123,18.41,250.6,102,11.28,11.0,3,2.97,0,879.218208329688
WI,105,No,No,0,147.7,103,25.11,222.7,78,18.93,163.5,102,7.36,12.8,3,3.46,2,873.3807510332382
TX,50,No,Yes,31,302.7,93,51.46,240.5,119,20.44,193.9,103,8.73,13.6,14,3.67,3,1008.2629133064012
IA,118,No,No,0,136.1,120,23.14,204.2,103,17.36,228.2,90,10.27,11.3,4,3.05,1,726.3642209881501
WY,64,No,No,0,206.2,76,,232.4,76,19.75,251.6,96,11.32,13.6,2,3.67,1,764.2314596155555
WV,63,No,No,0,132.9,122,22.59,67.0,62,5.7,160.4,121,7.22,9.9,2,2.67,3,525.4520092300667
OK,117,No,Yes,31,104.9,115,,237.6,125,20.2,263.4,104,11.85,7.7,6,2.08,3,1154.083910450824
UT,162,No,No,0,184.5,118,31.37,224.0,95,19.04,180.5,82,8.12,11.6,3,3.13,1,1088.2936324260452
NY,89,No,No,0,89.5,66,15.22,179.3,104,15.24,225.1,116,10.13,12.3,1,3.32,3,679.6358476148104
VA,94,No,No,0,235.6,131,40.05,194.8,107,16.56,170.6,93,7.68,8.6,4,2.32,1,893.7283503609071
VT,129,No,No,0,186.0,127,31.62,262.3,96,22.3,98.9,63,4.45,11.5,6,3.11,4,1121.775229958753
PA,96,No,No,0,179.5,125,30.52,162.3,139,13.8,264.5,133,11.9,6.6,2,1.78,1,882.3072422944749
MI,97,,Yes,32,168.4,129,,225.9,97,19.2,191.8,95,8.63,8.5,7,2.3,0,972.0304867923047
VT,84,No,Yes,42,214.3,112,36.43,188.2,107,16.0,333.5,117,15.01,11.3,10,3.05,0,936.9395522156352
VT,131,No,Yes,34,156.6,134,26.62,71.0,95,6.04,261.7,120,11.78,13.4,10,3.62,1,574.4091628555674
GA,125,No,Yes,39,236.1,107,40.14,289.2,110,24.58,175.4,107,7.89,9.1,4,2.46,2,929.3639281567412
VT,72,No,Yes,21,138.1,113,,260.1,83,22.11,135.4,118,6.09,8.2,2,2.21,2,1023.180190689297
CT,141,No,No,0,51.9,108,8.82,162.0,83,13.77,223.5,115,10.06,10.1,3,2.73,3,726.6705364659218
AZ,113,No,No,0,81.3,116,,220.6,124,18.75,235.7,113,10.61,8.9,3,2.4,0,959.1506978258392
SD,20,No,Yes,35,171.5,98,29.16,153.1,127,13.01,165.6,125,7.45,7.1,3,1.92,0,441.96403161836736
CT,212,No,No,0,126.0,96,21.42,144.3,80,12.27,302.8,102,13.63,7.6,3,2.05,1,556.6810388299755
IN,99,Yes,No,0,197.2,127,,156.0,92,13.26,204.1,99,9.18,9.9,6,2.67,4,742.0165562255479
OH,94,No,No,0,194.1,62,33.0,227.2,54,19.31,190.4,115,8.57,15.3,4,4.13,1,1043.3585295153998
NY,40,No,No,0,115.7,105,19.67,127.8,113,10.86,107.5,91,4.84,9.3,6,2.51,1,789.7576565190541
NE,86,,Yes,29,157.2,118,26.72,196.3,136,16.69,226.7,109,10.2,8.4,5,2.27,3,999.601545247956
HI,105,,No,0,227.4,121,38.66,268.5,89,22.82,143.3,82,6.45,13.0,4,3.51,1,971.8647354259648
MD,140,Yes,Yes,27,188.9,124,32.11,160.9,102,13.68,197.7,100,8.9,11.5,5,3.11,4,807.9128094224598
VT,101,,No,0,0.0,0,0.0,192.1,119,16.33,168.8,95,7.6,7.2,4,1.94,1,308.76424139746035
TX,98,No,Yes,19,110.5,87,,227.8,97,19.36,243.6,84,10.96,11.0,4,2.97,1,1047.057174115311
AZ,104,No,No,0,167.6,116,28.49,219.2,112,18.63,215.9,94,9.72,11.7,2,3.16,4,1056.31477958322
VA,115,No,No,0,132.0,90,22.44,197.5,75,16.79,175.8,114,7.91,0.0,0,0.0,3,866.413105107174
NE,70,No,No,0,213.4,86,36.28,204.7,77,17.4,256.6,101,11.55,5.7,4,1.54,1,882.0344804257494
KY,126,No,No,0,175.4,120,29.82,98.3,71,8.36,201.9,93,9.09,10.6,1,2.86,0,577.79885878885
NV,87,No,Yes,39,82.6,113,14.04,224.4,63,19.07,163.6,88,7.36,9.5,1,2.57,3,841.2552395401457
NJ,1,No,Yes,30,183.1,95,31.13,232.6,110,19.77,248.3,110,11.17,8.4,2,2.27,0,1011.957580203723
NH,133,No,No,0,162.1,91,27.56,212.1,94,18.03,260.4,78,11.72,12.2,5,3.29,1,478.4056857662778
NC,103,No,No,0,166.6,84,28.32,192.4,91,16.35,167.9,115,7.56,7.7,6,2.08,1,927.8911073683272
MT,131,No,Yes,24,135.9,60,23.1,233.2,78,19.82,210.6,121,9.48,9.4,4,2.54,1,921.8543247053212
LA,99,No,No,0,142.3,89,24.19,204.5,95,17.38,203.1,114,9.14,9.1,1,2.46,0,780.462464675195
NV,27,No,No,0,177.6,121,30.19,296.8,92,25.23,192.9,106,8.68,7.6,3,2.05,3,1180.0924762448421
AK,141,No,No,0,83.2,74,14.14,190.6,104,16.2,150.5,79,6.77,10.7,7,2.89,1,936.78642575448
OH,29,,Yes,37,235.0,101,39.95,183.3,79,15.58,139.8,106,6.29,5.7,7,1.54,2,795.6515426169786
NM,65,,No,0,105.7,95,17.97,141.8,100,12.05,180.5,105,8.12,6.6,12,1.78,2,826.4639542259742
MN,37,No,Yes,20,264.7,81,45.0,216.5,110,18.4,210.7,102,9.48,10.4,7,2.81,0,882.387846604317
WY,107,No,Yes,31,160.3,45,27.25,221.5,70,18.83,261.6,109,11.77,5.6,1,1.51,1,881.7013795539748
WY,127,Yes,Yes,28,95.9,117,16.3,159.5,131,13.56,152.8,132,6.88,10.4,3,2.81,1,774.9944082027188
WA,78,No,No,0,140.7,77,23.92,195.2,114,16.59,252.9,107,11.38,11.7,5,3.16,0,753.4116993998531
RI,176,No,No,0,250.9,108,42.65,171.4,100,14.57,148.6,85,6.69,9.6,6,2.59,2,844.9912950236194
AL,96,Yes,No,0,200.6,117,34.1,289.5,120,24.61,98.3,95,4.42,11.2,5,3.02,2,771.6660215817686
WV,11,No,Yes,38,209.8,130,35.67,196.6,84,16.71,233.0,79,10.49,7.0,7,1.89,1,456.31750469061217
WV,48,No,Yes,34,198.0,70,33.66,273.7,121,23.26,217.9,71,9.81,7.6,4,2.05,1,1097.672649579758
UT,47,No,Yes,37,112.8,150,,243.9,97,20.73,178.7,112,8.04,13.2,6,3.56,2,817.2175103798725
MI,83,No,Yes,26,226.4,117,38.49,234.7,97,19.95,133.6,82,6.01,10.8,7,2.92,1,893.6671841500831
WI,126,Yes,Yes,34,244.9,118,41.63,219.6,105,18.67,210.8,136,9.49,9.7,6,2.62,4,938.1985172938428
ND,60,No,No,0,203.2,99,34.54,235.8,131,20.04,224.9,112,10.12,15.1,6,4.08,2,1004.386681439071
VT,122,No,No,0,136.7,115,,243.1,137,20.66,188.9,110,8.5,8.6,4,2.32,0,963.2140175382312
WA,136,No,No,0,152.6,97,,208.9,85,17.76,119.1,99,5.36,5.0,10,1.35,1,773.880541300009
NC,172,No,Yes,47,274.9,102,,186.6,118,15.86,245.0,123,11.03,8.8,2,2.38,1,819.1182118454591
SD,113,Yes,No,0,204.3,82,,188.8,115,16.05,139.4,97,6.27,9.2,7,2.48,1,932.8985742045093
WV,79,No,No,0,222.3,99,37.79,146.2,82,12.43,275.6,82,12.4,8.9,4,2.4,3,901.9791047405637
ID,55,No,Yes,8,222.5,104,37.83,171.5,94,14.58,377.5,114,16.99,9.7,2,2.62,1,625.3864458871266
GA,160,No,No,0,174.3,105,29.63,171.3,107,14.56,220.8,131,9.94,8.3,2,2.24,0,819.9674142370565
FL,110,No,No,0,242.5,110,,162.3,140,13.8,184.1,86,8.28,7.8,3,2.11,4,847.5627137933913
NV,93,No,No,0,114.3,100,19.43,221.1,103,18.79,126.3,88,5.68,10.9,9,2.94,0,811.9165472794579
IN,101,No,Yes,33,219.7,137,37.35,186.8,94,15.88,184.5,113,8.3,9.5,2,2.57,2,924.2740029590863
VA,77,No,No,0,144.9,136,24.63,151.3,115,12.86,252.4,73,11.36,12.3,3,3.32,2,860.5369586339052
UT,105,No,Yes,40,236.5,111,,117.0,110,9.95,221.1,115,9.95,8.1,3,2.19,2,698.2454781828814
MO,131,No,No,0,109.5,95,18.62,332.1,48,28.23,258.6,108,11.64,6.6,7,1.78,1,786.9948657125859
CT,106,No,Yes,33,81.6,120,13.87,235.6,85,20.03,150.9,113,6.79,9.9,4,2.67,1,980.8383362317849
HI,118,,No,0,133.4,113,22.68,121.0,92,10.29,254.7,129,11.46,5.9,4,1.59,1,595.6565591299255
MD,125,No,No,0,137.1,94,23.31,209.8,83,17.83,238.4,114,10.73,8.6,4,2.32,1,428.116219017533
VA,95,No,No,0,197.0,88,33.49,190.4,68,16.18,211.9,104,9.54,16.1,8,4.35,0,788.336176048904
MT,80,No,No,0,198.1,160,,156.7,87,13.32,182.1,76,8.19,9.3,3,2.51,3,925.9857993131886
SC,145,No,No,0,39.5,78,6.72,264.3,106,22.47,185.8,90,8.36,10.0,6,2.7,0,796.0113935377777
CO,37,No,No,0,199.5,107,33.92,207.5,110,17.64,83.9,123,3.78,8.1,4,2.19,2,699.5610815300831
ID,87,No,No,0,156.8,93,,215.8,68,18.34,223.3,77,10.05,7.6,6,2.05,1,752.1325963086534
AL,69,No,No,0,183.4,85,31.18,237.6,100,20.2,228.0,94,10.26,9.0,5,2.43,3,899.7665645356723
CO,83,No,No,0,132.4,120,22.51,121.6,101,10.34,197.7,84,8.9,8.6,2,2.32,1,475.7963853954152
UT,195,,No,0,63.2,108,10.74,220.2,88,18.72,184.0,99,8.28,5.1,3,1.38,0,579.5859398991619
OH,75,No,Yes,27,117.5,102,19.98,206.8,127,17.58,194.4,114,8.75,4.2,7,1.13,3,883.9739708387282
RI,123,No,Yes,27,218.7,79,,163.4,78,13.89,173.8,116,7.82,15.0,1,4.05,0,940.6293900584668
FL,41,No,Yes,41,207.3,95,,137.3,120,11.67,115.7,74,5.21,5.9,3,1.59,1,333.38943555953233
OH,75,No,No,0,150.6,99,,301.5,83,25.63,158.7,104,7.14,8.1,5,2.19,0,1049.744987292441
IL,86,Yes,No,0,266.1,120,45.24,182.0,92,15.47,206.5,103,9.29,10.3,4,2.78,1,959.2293603603896
PA,140,No,No,0,112.8,89,19.18,156.7,65,13.32,249.6,85,11.23,16.3,6,4.4,0,668.6188647136249
AZ,70,No,No,0,104.7,112,17.8,82.2,104,6.99,169.4,110,7.62,15.8,7,4.27,3,675.5565058759182
NJ,66,,Yes,16,174.7,92,29.7,232.1,105,19.73,305.4,98,13.74,8.9,2,2.4,1,841.2687996827209
WI,78,No,No,0,87.0,102,14.79,193.6,64,16.46,205.8,120,9.26,11.0,5,2.97,0,654.1453502352109
MD,129,No,Yes,34,204.5,79,34.77,132.8,113,11.29,190.1,117,8.55,14.8,9,4.0,2,616.473083285455
OR,6,,No,0,226.5,93,38.51,152.1,122,12.93,164.4,98,7.4,9.4,4,2.54,3,751.0436874706668
NV,107,Yes,No,0,234.1,91,39.8,163.1,105,13.86,282.5,100,12.71,10.0,3,2.7,1,853.3246415496858
MT,138,No,No,0,133.9,87,22.76,166.4,110,14.14,193.5,139,8.71,15.4,3,4.16,1,595.9413022400474
CT,103,No,No,0,160.2,104,27.23,138.9,70,11.81,312.5,97,14.06,9.7,2,2.62,0,661.539006667184
UT,116,No,Yes,44,230.6,94,39.2,224.1,103,19.05,244.0,76,10.98,11.1,2,3.0,0,821.2239903265523
GA,189,No,No,0,227.4,84,,176.0,81,14.96,206.1,120,9.27,6.3,4,1.7,2,899.2818763861475
NV,161,No,No,0,72.8,120,12.38,267.1,120,22.7,222.5,91,10.01,11.8,2,3.19,2,1011.7545531801919
TN,1,No,No,0,196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7.0,2,1.89,1,954.81158183735
DE,89,No,No,0,197.1,110,33.51,165.9,115,14.1,227.3,106,10.23,12.8,3,3.46,1,712.8804283593588
